,Customer Name,Project,Worked Date,Task or Ticket Title,Resource Name,Billable Hours,Hourly Billing Rate,Extended Price,Detailed Customer Category
12130,Emily,University of Art + Design – M365 Support,2020-11-17 00:00:00,M365 Support,BT,2.5,175,437.5,Education Sector
12131,Emily,University of Art + Design – Windows Admin Backfill and M365 Migration Assistance,2020-11-19 00:00:00,Windows Admin Backfill and M365 Migration Assistance,BT,7,125,875,Education Sector
12132,Emily,University of Art + Design – Windows Admin Backfill and M365 Migration Assistance,2020-11-20 00:00:00,Windows Admin Backfill and M365 Migration Assistance,BT,1,125,125,Education Sector
12133,Emily,University of Art + Design – Windows Admin Backfill and M365 Migration Assistance,2020-11-25 00:00:00,Windows Admin Backfill and M365 Migration Assistance,BT,1,125,125,Education Sector
12134,Emily,University of Art + Design – Windows Admin Backfill and M365 Migration Assistance,2020-11-26 00:00:00,Windows Admin Backfill and M365 Migration Assistance,BT,7,125,875,Education Sector
12135,Emily,University of Art + Design – Windows Admin Backfill and M365 Migration Assistance,2020-11-27 00:00:00,Windows Admin Backfill and M365 Migration Assistance,BT,2.5,125,312.5,Education Sector
12136,Emily,University of Art + Design – Windows Admin Backfill and M365 Migration Assistance,2020-11-30 00:00:00,Windows Admin Backfill and M365 Migration Assistance,BT,1,125,125,Education Sector
12137,Emily,University of Art + Design – Windows Admin Backfill and M365 Migration Assistance,2020-12-02 00:00:00,Windows Admin Backfill and M365 Migration Assistance,BT,2,125,250,Education Sector
12138,Emily,University of Art + Design – M365 Support,2020-12-02 00:00:00,M365 Support,BT,1.5,175,262.5,Education Sector
12139,Emily,University of Art + Design – Windows Admin Backfill and M365 Migration Assistance,2020-12-03 00:00:00,Windows Admin Backfill and M365 Migration Assistance,BT,1,125,125,Education Sector
12140,Emily,University of Art + Design – M365 Support,2020-12-04 00:00:00,M365 Support,BT,1,175,175,Education Sector
12141,Emily,University of Art + Design – M365 Support,2020-12-07 00:00:00,M365 Support,BT,1,175,175,Education Sector
12142,Emily,University of Art + Design – M365 Support,2020-12-08 00:00:00,M365 Support,BT,1,175,175,Education Sector
12143,Emily,University of Art + Design – M365 Support,2020-12-09 00:00:00,M365 Support,BT,1,175,175,Education Sector
12144,Emily,University of Art + Design – Windows Admin Backfill and M365 Migration Assistance,2020-12-09 00:00:00,Windows Admin Backfill and M365 Migration Assistance,BT,3,125,375,Education Sector
12145,Emily,University of Art + Design – Windows Admin Backfill and M365 Migration Assistance,2020-12-08 00:00:00,Windows Admin Backfill and M365 Migration Assistance,Bingo,1.5,125,187.5,Education Sector
12146,FX,Exchange Online Migration,2020-12-03 00:00:00,Configuration and Testing,KC,1.5,162.5,243.75,Technology & IT
12147,FX,FCC – M365 Migration,2020-12-21 00:00:00,Meetings,DG,2,162.5,325,Technology & IT
12148,FX,Exchange Online migration,2020-08-18 00:00:00,Migration Planning,Bingo,2,162.5,325,Technology & IT
12149,FX,Exchange Online migration,2020-08-24 00:00:00,Migration Planning,Bingo,2,162.5,325,Technology & IT
12150,FX,Exchange Online migration,2020-08-25 00:00:00,Migration Planning,Bingo,0.5,162.5,81.25,Technology & IT
12151,FX,Exchange Online migration,2020-08-27 00:00:00,Migration Planning,Bingo,0.5,162.5,81.25,Technology & IT
12152,FX,Exchange Online migration,2020-08-31 00:00:00,Migration Planning,Bingo,1.5,162.5,243.75,Technology & IT
12153,FX,Exchange Online migration,2020-09-01 00:00:00,Migration Planning,Bingo,0.5,162.5,81.25,Technology & IT
12154,FX,Exchange Online migration,2020-09-14 00:00:00,Migration Planning,Bingo,2,162.5,325,Technology & IT
12155,FX,Exchange Online Migration,2020-11-16 00:00:00,Migration Planning,Bingo,3,162.5,487.5,Technology & IT
12156,FX,Exchange Online Migration,2020-11-17 00:00:00,Migration Planning,Bingo,1,162.5,162.5,Technology & IT
12157,FX,Exchange Online Migration,2020-11-18 00:00:00,Migration Planning,Bingo,1,162.5,162.5,Technology & IT
12158,FX,Exchange Online Migration,2020-11-19 00:00:00,Migration Planning,Bingo,2,162.5,325,Technology & IT
12159,FX,Exchange Online Migration,2020-11-20 00:00:00,Migration Planning,Bingo,2.5,162.5,406.25,Technology & IT
12160,FX,Exchange Online Migration,2020-11-23 00:00:00,Configuration and Testing,Bingo,2,162.5,325,Technology & IT
12161,FX,Exchange Online Migration,2020-11-26 00:00:00,Configuration and Testing,Bingo,1.5,162.5,243.75,Technology & IT
12162,FX,Exchange Online Migration,2020-11-30 00:00:00,Configuration and Testing,Bingo,1.5,162.5,243.75,Technology & IT
12163,FX,Exchange Online Migration,2020-12-01 00:00:00,Configuration and Testing,Bingo,1.5,162.5,243.75,Technology & IT
12164,FX,Exchange Online Migration,2020-12-02 00:00:00,Pilot Migration,Bingo,2,162.5,325,Technology & IT
12165,FX,Exchange Online Migration,2020-12-03 00:00:00,Configuration and Testing,Bingo,8,162.5,1300,Technology & IT
12166,FX,Exchange Online Migration,2020-12-07 00:00:00,Migration Planning,Bingo,1,162.5,162.5,Technology & IT
12167,Global,Exchange Consulting,2020-01-07 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,3,200,600,Other
12168,Global,Exchange Consulting,2020-01-09 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,3.5,200,700,Other
12169,Global,Exchange Consulting,2020-02-20 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,0.5,200,100,Other
12170,Global,Exchange Consulting,2020-03-03 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,5,200,1000,Other
12171,Global,Exchange Consulting,2020-03-04 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,1,200,200,Other
12172,Global,Exchange Consulting,2020-03-05 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,1,200,200,Other
12173,Global,Exchange Consulting,2020-03-06 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,5,200,1000,Other
12174,Global,Exchange Consulting,2020-03-10 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,1,200,200,Other
12175,Global,Exchange Consulting,2020-03-11 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,1,200,200,Other
12176,Global,Exchange Consulting,2020-03-12 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,2,200,400,Other
12177,Global,Exchange Consulting,2020-03-13 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,1.5,200,300,Other
12178,Global,Exchange Consulting,2020-03-17 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,2.5,200,500,Other
12179,Global,Exchange Consulting,2020-03-18 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,1.5,200,300,Other
12180,Global,Exchange Consulting,2020-03-19 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,0.5,200,100,Other
12181,Global,Exchange Consulting,2020-03-24 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,0.75,200,150,Other
12182,Global,Exchange Consulting,2020-03-26 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,0.5,200,100,Other
12183,Global,Exchange Consulting,2020-03-30 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,1.5,200,300,Other
12184,Global,Exchange Consulting,2020-04-02 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,1,200,200,Other
12185,Global,Exchange Consulting,2020-04-08 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,0.5,200,100,Other
12186,Global,Exchange Consulting,2020-04-17 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,3.5,200,700,Other
12187,Global,Exchange Consulting,2020-04-21 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,3,200,600,Other
12188,Global,Exchange Consulting,2020-04-23 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,2,200,400,Other
12189,Global,Exchange Consulting,2020-04-29 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,2.5,200,500,Other
12190,Global,Exchange Consulting,2020-05-01 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,2,200,400,Other
12191,Global,Exchange Consulting,2020-05-05 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,1.5,200,300,Other
12192,Global,Exchange Consulting,2020-05-06 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,0.5,200,100,Other
12193,Global,Exchange Consulting,2020-05-07 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,2,200,400,Other
12194,Global,Exchange Consulting,2020-05-08 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,2.5,200,500,Other
12195,Global,Exchange Consulting,2020-05-12 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,3.5,200,700,Other
12196,Global,Exchange Consulting,2020-05-14 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,1,200,200,Other
12197,Global,Exchange Consulting,2020-05-21 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,2,200,400,Other
12198,Global,Exchange Consulting,2020-05-22 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,1,200,200,Other
12199,Global,Exchange Consulting,2020-05-25 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,5,200,1000,Other
12200,Global,Exchange Consulting,2020-05-26 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,1,200,200,Other
12201,Global,Exchange Consulting,2020-05-27 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,4,200,800,Other
12202,Global,Exchange Consulting,2020-05-28 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,1.5,200,300,Other
12203,Global,Exchange Consulting,2020-05-29 00:00:00,Global Relay – Exchange Consulting - SA Planning,KC,5.25,200,1050,Other
12204,Global,Exchange Consulting,2020-06-08 00:00:00,Exchange Consulting,KC,2.5,200,500,Other
12205,Global,Exchange Consulting,2020-06-09 00:00:00,Exchange Consulting,KC,1,200,200,Other
12206,Global,Exchange Consulting,2020-06-10 00:00:00,Exchange Consulting,KC,1.75,200,350,Other
12207,Global,Exchange Consulting,2020-06-12 00:00:00,Exchange Consulting,KC,1,200,200,Other
12208,Global,Exchange Consulting,2020-06-15 00:00:00,Exchange Consulting,KC,0.25,200,50,Other
12209,Global,Exchange Consulting,2020-06-16 00:00:00,Exchange Consulting,KC,0.25,200,50,Other
12210,Global,Exchange Consulting,2020-06-19 00:00:00,Exchange Consulting,KC,2.5,200,500,Other
12211,Global,Exchange Consulting,2020-06-24 00:00:00,Exchange Consulting,KC,1.5,200,300,Other
12212,Global,Exchange Consulting,2020-07-02 00:00:00,Exchange Consulting,KC,3,200,600,Other
12213,Global,Exchange Consulting,2020-07-06 00:00:00,Exchange Consulting,KC,2.25,200,450,Other
12214,Global,Exchange Consulting,2020-07-07 00:00:00,Exchange Consulting,KC,1,200,200,Other
12215,Global,Exchange Consulting,2020-07-13 00:00:00,Exchange Consulting,KC,1,200,200,Other
12216,Global,Exchange Consulting,2020-07-14 00:00:00,Exchange Consulting,KC,4,200,800,Other
12217,Global,Exchange Consulting,2020-07-15 00:00:00,Exchange Consulting,KC,4,200,800,Other
12218,Global,Exchange Consulting,2020-07-17 00:00:00,Exchange Consulting,KC,0.75,200,150,Other
12219,Global,Exchange Consulting,2020-07-22 00:00:00,Exchange Consulting,KC,1,200,200,Other
12220,Global,Exchange Consulting,2020-07-23 00:00:00,Exchange Consulting,KC,0.25,200,50,Other
12221,Global,Exchange Consulting,2020-07-29 00:00:00,Exchange Consulting,KC,1,200,200,Other
12222,Global,Exchange Consulting,2020-08-06 00:00:00,Exchange Consulting,KC,0.5,200,100,Other
12223,Global,Exchange Consulting,2020-08-13 00:00:00,Exchange Consulting,KC,0.25,200,50,Other
12224,Global,Exchange Consulting,2020-09-04 00:00:00,Exchange Consulting,KC,2,200,400,Other
12225,Global,Exchange Consulting,2020-09-10 00:00:00,Exchange Consulting,KC,1.25,200,250,Other
12226,Global,Exchange Consulting,2020-09-11 00:00:00,Exchange Consulting,KC,0.5,200,100,Other
12227,Global,Exchange Consulting,2020-09-16 00:00:00,Exchange Consulting,KC,0.75,200,150,Other
12228,Global,Exchange Consulting,2020-09-17 00:00:00,Exchange Consulting,KC,1,200,200,Other
12229,Global,Exchange Consulting,2020-09-18 00:00:00,Exchange Consulting,KC,1,200,200,Other
12230,Global,Exchange Consulting,2020-09-22 00:00:00,Exchange Consulting,KC,0.75,200,150,Other
12231,Global,Exchange Consulting,2020-09-23 00:00:00,Exchange Consulting,KC,0.75,200,150,Other
12232,Global,Exchange Consulting,2020-09-24 00:00:00,Exchange Consulting,KC,0.25,200,50,Other
12233,Global,Exchange Consulting,2020-10-13 00:00:00,Exchange Consulting,KC,0.5,200,100,Other
12234,Global,Exchange Consulting,2020-10-14 00:00:00,Exchange Consulting,KC,0.5,200,100,Other
12235,Global,Exchange Consulting,2020-11-04 00:00:00,Exchange Consulting,KC,1,200,200,Other
12236,Insight,Microsoft 365,2020-01-13 00:00:00,Device Management,KB,2,150,300,Technology & IT
12237,Insight,Microsoft 365,2020-01-13 00:00:00,Device Management,KB,2,150,300,Technology & IT
12238,Insight,Microsoft 365,2020-01-14 00:00:00,Device Management,KB,2,150,300,Technology & IT
12239,Insight,Microsoft 365,2020-01-14 00:00:00,Device Management,KB,1,150,150,Technology & IT
12240,Insight,Microsoft 365,2020-01-16 00:00:00,Device Management,KB,3,150,450,Technology & IT
12241,Insight,Microsoft 365,2020-01-16 00:00:00,Device Management,KB,2,150,300,Technology & IT
12242,Insight,Microsoft 365,2020-01-17 00:00:00,Device Management,KB,2,150,300,Technology & IT
12243,Insight,Microsoft 365,2020-01-17 00:00:00,Device Management,KB,2,150,300,Technology & IT
12244,Insight,Microsoft 365,2020-01-20 00:00:00,Device Management,KB,1,150,150,Technology & IT
12245,Insight,Microsoft 365,2020-01-20 00:00:00,Device Management,KB,1,150,150,Technology & IT
12246,Insight,Microsoft 365,2020-01-21 00:00:00,Device Management,KB,3,150,450,Technology & IT
12247,Insight,Microsoft 365,2020-01-21 00:00:00,Device Management,KB,3,150,450,Technology & IT
12248,Insight,Microsoft 365,2020-01-23 00:00:00,Device Management,KB,1,150,150,Technology & IT
12249,Insight,Microsoft 365,2020-01-23 00:00:00,Device Management,KB,1,150,150,Technology & IT
12250,Insight,MFDA – Ad hoc support,2020-01-27 00:00:00,Insight Canada / MFDA – Ad hoc support,KC,2,162.5,325,Technology & IT
12251,Insight,MFDA – Ad hoc support,2020-03-11 00:00:00,Insight Canada / MFDA – Ad hoc support,KC,0.5,162.5,81.25,Technology & IT
12252,Insight,Microsoft 365,2020-06-02 00:00:00,Azure AD SSPR,KB,2,150,300,Technology & IT
12253,Insight,Microsoft 365,2020-06-03 00:00:00,Azure AD SSPR,KB,1,150,150,Technology & IT
12254,Insight,Microsoft 365,2020-06-12 00:00:00,Azure AD SSPR,KB,0.5,150,75,Technology & IT
12255,Insight,Microsoft 365,2020-07-07 00:00:00,Device Management,KB,1,150,150,Technology & IT
12256,Insight,Microsoft 365,2020-07-15 00:00:00,Device Management,KB,2,150,300,Technology & IT
12257,Insight,Microsoft 365,2020-07-20 00:00:00,Device Management,KB,1,150,150,Technology & IT
12258,Insight,Microsoft 365,2020-08-07 00:00:00,Device Management,KB,0.5,150,75,Technology & IT
12259,Insight,MFDA – Ad hoc support,2020-09-16 00:00:00,Insight Canada / MFDA – Ad hoc support,KC,1,162.5,162.5,Technology & IT
12260,Insight,MFDA – Ad hoc support,2020-09-19 00:00:00,Insight Canada / MFDA – Ad hoc support,KC,7.5,162.5,1218.75,Technology & IT
12261,Insight,MFDA – Ad hoc support,2020-12-03 00:00:00,Insight Canada / MFDA – Ad hoc support,KC,1,162.5,162.5,Technology & IT
12262,IOSecure,Construction,2020-02-03 00:00:00,IOSecure – Dawson Construction,KC,2,162.5,325,Technology & IT
12263,Sun,,2020-05-29 00:00:00,Sun Tower Move out Trailer,KB,6,150,900,Other
12264,Soleil,Site Set up,2020-06-18 00:00:00,Network Wire new trailers,KB,1,150,150,Commercial/Corporate
12265,Soleil,Site Set up,2020-06-24 00:00:00,Network Wire new trailers,KB,5,150,750,Commercial/Corporate
12266,3601 West,16th,2020-06-30 00:00:00,Assist Relocating from Parking lot,KB,1,150,150,Other
12267,Langara,Ad hoc Infrastructure Security Support,2020-11-25 00:00:00,Security and Infrastructure Support,DG,7,200,1400,Education Sector
12268,Langara,Ad hoc Infrastructure Security Support,2020-11-26 00:00:00,Security and Infrastructure Support,DG,2,200,400,Education Sector
12269,Langara,Ad hoc Infrastructure Security Support,2020-11-30 00:00:00,Security and Infrastructure Support,Contractor,5.5,200,1100,Education Sector
12270,Langara,Ad hoc Infrastructure Security Support,2020-12-02 00:00:00,Security and Infrastructure Support,Contractor,5,200,1000,Education Sector
12271,Langara,Ad hoc Infrastructure Security Support,2020-12-02 00:00:00,Security and Infrastructure Support,DG,0.5,200,100,Education Sector
12272,Langara,Ad hoc Infrastructure Security Support,2020-12-07 00:00:00,Security and Infrastructure Support,DG,1.5,200,300,Education Sector
12273,Langara,Ad hoc Infrastructure Security Support,2020-11-24 00:00:00,Security and Infrastructure Support,Bingo,2.5,200,500,Education Sector
12274,Langara,Ad hoc Infrastructure Security Support,2020-11-25 00:00:00,Security and Infrastructure Support,Bingo,8,200,1600,Education Sector
12275,Langara,Ad hoc Infrastructure Security Support,2020-11-26 00:00:00,Security and Infrastructure Support,Bingo,2,200,400,Education Sector
12276,Langara,Ad hoc Infrastructure Security Support,2020-12-02 00:00:00,Security and Infrastructure Support,Bingo,3.5,200,700,Education Sector
12277,Langara,Ad hoc Infrastructure Security Support,2020-12-04 00:00:00,Security and Infrastructure Support,Bingo,3.5,200,700,Education Sector
12278,Langara,Ad hoc Infrastructure Security Support,2020-12-07 00:00:00,Security and Infrastructure Support,Bingo,4,200,800,Education Sector
12279,Langara,Ad hoc Infrastructure Security Support,2020-12-08 00:00:00,Security and Infrastructure Support,Bingo,3,200,600,Education Sector
12280,Langara,Ad hoc Infrastructure Security Support,2020-12-09 00:00:00,Security and Infrastructure Support,Bingo,6,200,1200,Education Sector
12281,Langara,Ad hoc Infrastructure Security Support,2020-12-10 00:00:00,Security and Infrastructure Support,Bingo,2.5,200,500,Education Sector
12282,Langara,Ad hoc Infrastructure Security Support,2020-12-11 00:00:00,Security and Infrastructure Support,Bingo,8.5,200,1700,Education Sector
12283,Langara,Ad hoc Infrastructure Security Support,2020-12-11 00:00:00,Security and Infrastructure Support,Bingo,0.75,200,150,Education Sector
12284,Langara,Ad hoc Infrastructure Security Support,2020-12-12 00:00:00,Security and Infrastructure Support,Bingo,6.5,200,1300,Education Sector
12285,Lookout Housing Society,Exchange to Office 365 Migration,2020-01-21 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,8,175,1400,Health & Community Services
12286,Lookout Housing Society,Exchange to Office 365 Migration,2020-01-22 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,8,175,1400,Health & Community Services
12287,Lookout Housing Society,Exchange to Office 365 Migration,2020-01-23 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,4,175,700,Health & Community Services
12288,Lookout Housing Society,Exchange to Office 365 Migration,2020-01-24 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,12,175,2100,Health & Community Services
12289,Lookout Housing Society,Exchange to Office 365 Migration,2020-01-25 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,8,175,1400,Health & Community Services
12290,Lookout Housing Society,Exchange to Office 365 Migration,2020-01-26 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,9,175,1575,Health & Community Services
12291,Lookout Housing Society,Exchange to Office 365 Migration,2020-01-27 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,5,175,875,Health & Community Services
12292,Lookout Housing Society,Exchange to Office 365 Migration,2020-01-28 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,4.5,175,787.5,Health & Community Services
12293,Lookout Housing Society,Exchange to Office 365 Migration,2020-01-29 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,4.5,175,787.5,Health & Community Services
12294,Lookout Housing Society,Exchange to Office 365 Migration,2020-01-30 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,4,175,700,Health & Community Services
12295,Lookout Housing Society,Exchange to Office 365 Migration,2020-01-31 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,8,175,1400,Health & Community Services
12296,Lookout Housing Society,Exchange to Office 365 Migration,2020-02-03 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,0.5,175,87.5,Health & Community Services
12297,Lookout Housing Society,Exchange to Office 365 Migration,2020-02-04 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,3,175,525,Health & Community Services
12298,Lookout Housing Society,Exchange to Office 365 Migration,2020-02-06 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,3,175,525,Health & Community Services
12299,Lookout Housing Society,Exchange to Office 365 Migration,2020-02-07 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,2,175,350,Health & Community Services
12300,Lookout Housing Society,Exchange to Office 365 Migration,2020-02-11 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,8,175,1400,Health & Community Services
12301,Lookout Housing Society,Exchange to Office 365 Migration,2020-02-12 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,1.5,175,262.5,Health & Community Services
12302,Lookout Housing Society,Exchange to Office 365 Migration,2020-02-13 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,7,175,1225,Health & Community Services
12303,Lookout Housing Society,Exchange to Office 365 Migration,2020-02-14 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,4,175,700,Health & Community Services
12304,Lookout Housing Society,Exchange to Office 365 Migration,2020-03-12 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,3,175,525,Health & Community Services
12305,Lookout Housing Society,Exchange to Office 365 Migration,2020-03-16 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,6,175,1050,Health & Community Services
12306,Lookout Housing Society,Exchange to Office 365 Migration,2020-03-17 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,1,175,175,Health & Community Services
12307,Lookout Housing Society,Exchange to Office 365 Migration,2020-03-18 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,0.75,175,131.25,Health & Community Services
12308,Lookout Housing Society,Exchange to Office 365 Migration,2020-03-20 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,1,175,175,Health & Community Services
12309,Lookout Housing Society,Exchange to Office 365 Migration,2020-03-23 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,1,175,175,Health & Community Services
12310,Lookout Housing Society,Exchange to Office 365 Migration,2020-03-24 00:00:00,Lookout Housing Society - Exchange to Office 365 Migration,KC,1.5,175,262.5,Health & Community Services
12311,Paper ND,Microsoft Infrastructure Consulting,2020-01-06 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,1,150,150,Commercial/Corporate
12312,Paper ND,Microsoft Infrastructure Consulting,2020-01-07 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,2,150,300,Commercial/Corporate
12313,Paper ND,Microsoft Infrastructure Consulting,2020-01-08 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,2.5,150,375,Commercial/Corporate
12314,Paper ND,Microsoft Infrastructure Consulting,2020-01-09 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,1.5,150,225,Commercial/Corporate
12315,Paper ND,Microsoft Infrastructure Consulting,2020-01-14 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,1,150,150,Commercial/Corporate
12316,Paper ND,Microsoft Infrastructure Consulting,2020-01-15 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,2,150,300,Commercial/Corporate
12317,Paper ND,Microsoft Infrastructure Consulting,2020-01-17 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,1,150,150,Commercial/Corporate
12318,Paper ND,Microsoft Infrastructure Consulting,2020-01-20 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,1,150,150,Commercial/Corporate
12319,Paper ND,Ad Hoc SharePoint Support,2020-01-27 00:00:00,Paper ND - Ad Hoc SharePoint Support,Contractor,5,150,750,Commercial/Corporate
12320,Paper ND,Microsoft Infrastructure Consulting,2020-01-27 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,1,150,150,Commercial/Corporate
12321,Paper ND,Ad Hoc SharePoint Support,2020-01-28 00:00:00,Paper ND - Ad Hoc SharePoint Support,Contractor,5,150,750,Commercial/Corporate
12322,Paper ND,Ad Hoc SharePoint Support,2020-01-29 00:00:00,Paper ND - Ad Hoc SharePoint Support,Contractor,5,150,750,Commercial/Corporate
12323,Paper ND,Microsoft Infrastructure Consulting,2020-01-29 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,0.5,150,75,Commercial/Corporate
12324,Paper ND,Ad Hoc SharePoint Support,2020-01-31 00:00:00,Paper ND - Ad Hoc SharePoint Support,Contractor,5,150,750,Commercial/Corporate
12325,Paper ND,Microsoft Infrastructure Consulting,2020-02-04 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,1,150,150,Commercial/Corporate
12326,Paper ND,Microsoft Infrastructure Consulting,2020-02-10 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,3,150,450,Commercial/Corporate
12327,Paper ND,Microsoft Infrastructure Consulting,2020-02-12 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,3,150,450,Commercial/Corporate
12328,Paper ND,Microsoft Infrastructure Consulting,2020-02-13 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,1,150,150,Commercial/Corporate
12329,Paper ND,Microsoft Infrastructure Consulting,2020-02-14 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,0.5,150,75,Commercial/Corporate
12330,Paper ND,Microsoft Infrastructure Consulting,2020-02-18 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,3,150,450,Commercial/Corporate
12331,Paper ND,Microsoft Infrastructure Consulting,2020-02-19 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,1,150,150,Commercial/Corporate
12332,Paper ND,Microsoft Infrastructure Consulting,2020-02-20 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,2,150,300,Commercial/Corporate
12333,Paper ND,Microsoft Infrastructure Consulting,2020-02-21 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,4,150,600,Commercial/Corporate
12334,Paper ND,Ad Hoc SharePoint Support,2020-02-21 00:00:00,Paper ND - Ad Hoc SharePoint Support,Contractor,7,150,1050,Commercial/Corporate
12335,Paper ND,Microsoft Infrastructure Consulting,2020-02-22 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,3,150,450,Commercial/Corporate
12336,Paper ND,Ad Hoc SharePoint Support,2020-02-22 00:00:00,Paper ND - Ad Hoc SharePoint Support,Contractor,7,150,1050,Commercial/Corporate
12337,Paper ND,Microsoft Infrastructure Consulting,2020-02-23 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,1,150,150,Commercial/Corporate
12338,Paper ND,Ad Hoc SharePoint Support,2020-02-23 00:00:00,Paper ND - Ad Hoc SharePoint Support,Contractor,8,150,1200,Commercial/Corporate
12339,Paper ND,Ad Hoc SharePoint Support,2020-02-24 00:00:00,Paper ND - Ad Hoc SharePoint Support,Contractor,8,150,1200,Commercial/Corporate
12340,Paper ND,Microsoft Infrastructure Consulting,2020-02-27 00:00:00,MS INFRASTRUCTURE CONSULTANT OPTIMIZATION,KC,4,150,600,Commercial/Corporate
